,Model_Name,Train_Acc,Validation_Acc,Test_Acc,Total_Epoch,Total_Duration,TimeStamp
0,RGCN,0.2625803920447416,0.2473219377610629,0.25169889601564177,30,0:06:42,2021-06-20 15:43:17
0,HeteroRGCN,0.09944708380786281,0.05325297862174201,0.05927656834926918,10,0:03:51,2021-06-20 15:55:41
0,RGCN,0.25817580542941143,0.2525316358143621,0.25501323350580607,50,0:11:00,2021-06-20 16:22:20
0,HeteroRGCN,0.12673391881138107,0.08814870759413677,0.08128472305014425,15,0:05:24,2021-06-20 16:28:32
0,HeteroRGCN,0.18285149728942407,0.14110883336672883,0.10517656596485371,25,0:09:15,2021-06-20 16:44:02
0,RGCN,0.1993246194630947,0.186763051218422,0.20541739192636926,25,0:05:41,2021-06-20 16:58:04
0,RGCN,0.20006480603458546,0.18411196226822238,0.19940866496578363,25,0:05:54,2021-06-20 17:19:38
